new_seasons_id,recipe_name,recipe_link,recipe_image,ingredients,directions
100479,Grilled Whole Salmon,https://www.newseasonsmarket.com/recipes/grilled-whole-salmon/,https://cdn.newseasonsmarket.com/wp-content/uploads/2018/06/Tout_whole-roast-salmon.jpg,"['1 whole wild salmon, gutted (2-8 lbs. depending on type of salmon)', '6 sprigs of parsley', '1 bulb fennel, sliced', '1 lemon, sliced', '1 grapefruit, sliced', 'Salt', 'Fresh ground pepper', 'Olive Oil']","['Pre-heat your gas or charcoal grill to medium high heat and oil the grill grates.', 'Rinse the whole salmon inside & out and pat dry with paper towels.', 'Liberally season the cavity of the fish and the skin with salt and pepper.', 'Stuff the belly with sliced fennel bulb, fennel fronds, lemon, grapefruit and parsley.', 'Tie the fish closed with butcher twine in 3-4 spots to help hold the aromatics in.', 'Make a deep incisions with a sharp knife in between the twine on both sides of the fish.', 'Brush the fish with olive oil.', 'Place the fish directly on the grill over direct heat. (If you are feeling nervous about putting the fish directly on the grill you can lightly wrap the salmon in one layer of aluminum foil. Poke a few holes in the foil so it can take on some of the smoky flavor of the grill.)', 'Close the cover and make sure the vents are open.', 'When the skin is browned on the first side use 2 spatulas (a friend can help too) to loosen the skin from the grate and carefully turn to side two.', 'Continue cooking until an internal thermometer reads 135°F to 140°F when inserted in the thickest part of the fish. This will take about 20 minutes for a small fish and 40 minutes for a big fish.', 'Remove the fish from the grill and allow to cool for 5 minutes before serving.', 'Remove the butchers twine and the flesh will easily pull away from the bones.']"
100480,Grilled Blackened Salmon Fillet,https://www.newseasonsmarket.com/recipes/grilled-blackened-salmon-fillet/,https://cdn.newseasonsmarket.com/wp-content/uploads/2018/06/blackened_salmon_recipe-A.jpg,"['1 1/2 lb. Coho salmon fillet, skin on', '1 tablespoon blackening spice', '1 tablespoon olive oil', 'Fresh lemon for garnish', '2 tablespoons sweet paprika', '2 tablespoons kosher salt', '2 teaspoons onion powder', '2 teaspoons garlic powder', '2 teaspoons cayenne', '1 1/2 teaspoons white pepper', '2 teaspoons black pepper', '1 teaspoon dried thyme leaves', '1 teaspoon dried oregano leaves']","['Combine ingredients for Blackening Spice Mix. Keep unused portion in a sealable jar for another use.', 'Preheat grill to high heat for 15 minutes and then adjust to medium heat.', 'Combine 1 tablespoon of olive oil and 1 tablespoon of blackening spice to make a slurry. Slather the blackening slurry onto the Coho salmon.', 'Place the salmon on the grill skin side down, cook for 7-10 minutes, or to desired doneness.', 'Flip and continue cooking for an additional 5 minutes or until salmon is cooked through to 140 degrees.', 'Serve with a lemon wedge.']"
100481,Summer Salmon with Grapes and Olives,https://www.newseasonsmarket.com/recipes/summer-salmon-grapes-olives/,https://cdn.newseasonsmarket.com/wp-content/uploads/2018/07/SalmonGrapes_IG.jpg,"['4 each 6 ounce Coho salmon', '2 tablespoons butter', '1/2 cup minced sweet onion', '1 cup red seedless grapes cut in half', '12 each pitted Castelvetrano olives sliced thin', '1 tablespoon each chopped parsley and green onion', '4 teaspoons sherry vinegar', 'Zest of 1 small lemon and juice from half of the lemon']","['Preheat oven to 400°. Salt and pepper salmon fillets and place on a parchment covered sheet pan. Bake 15-20 minutes, or until fully cooked (depending on thickness of fillets and desired doneness).', 'While salmon bakes, melt butter in a sauté pan on medium high heat and cook onions until they begin to soften. Add a pinch of salt. Add half of the grapes, olives, and cook until grapes start to release their juice. Remove from the heat and add parsley and green onion. Add remaining grapes, vinegar and zest. Add lemon juice to taste.', 'Top salmon with grapes and enjoy!']"
100482,Grilled Albacore Loin with Pepper Cream Sauce,https://www.newseasonsmarket.com/recipes/grilled-albacore-loin-pepper-cream-sauce/,https://cdn.newseasonsmarket.com/wp-content/uploads/2018/07/GrilledAlbacoreLoin.jpg,"['2 tbsp butter', '1 shallot, minced', '1 tbsp fresh cracked black pepper', '3/4 cup dry white wine', '1 cup heavy cream', '1 tbsp Dijon mustard', '2 tbsp chopped fresh tarragon (plus extra for garnish)', '1 tsp lemon juice', 'Kosher salt', '2 trimmed albacore tuna loins, 3/4 to 1 lb', 'Salt and pepper', 'Olive oil', '4 lemon wedges']","['In a saucepan, melt butter over medium heat. Stir in shallot and pepper, and sauté until lightly browned. Reduce by half, then stir in cream and mustard and simmer until sauce is reduced to approximately 1 cup. Stir in fresh chopped tarragon, lemon juice, and salt to taste. Set aside.', 'Brush tuna loins with olive oil and season all sides with salt and pepper. Heat grill to high heat. Arrange tuna loins directly on grill grate, and cook about 3 minutes per side, or to the desired doneness. Fish should stay rare in the center.', 'Transfer loins to cutting board and slice to 1” thick medallions. Serve with sauce spooned over top, and garnish with fresh tarragon and lemon wedges.']"
100483,Meyer Lemon Yogurt Cake,https://www.newseasonsmarket.com/recipes/meyer-lemon-yogurt-cake/,https://cdn.newseasonsmarket.com/wp-content/uploads/2015/03/Screen-Shot-2017-12-28-at-1.06.47-PM.png,"['1 1/3 cup all purpose flour', '1 1/2 tsp baking powder', '1/2 tsp Kosher salt', '3/4 cup sugar', '1 Meyer lemon, juiced and zested with a fine zester', '3/4 cup plain yogurt, at room temperature', '1/4 cup extra virgin olive oil', '2 large eggs, at room temperature', '1 tsp vanilla extract', '2 tbls RAFT Hibiscus Lavender Syrup', '3/4 tsp powdered unflavored gelatin', '1 ½ tsp cold water', '4 oz. (1 stick) unsalted butter, at room temperature', '1 cup sugar', '4 Meyer lemons, juiced and zested with a fine zester', 'Pinch of Kosher salt', '2 large eggs, at room temperature', '4 large egg yolks, at room temperature', '8” Meyer Lemon Yogurt Cake', '1 pint Meyer Lemon Curd Filling', '1 quart fresh berries (Strawberries, Raspberries, Blackberries, Blueberries, Huckleberries, Marionberries, Cherries, Currants—whatever spring berries you desire!)', '1/4 cup Raft Hibiscus Lavender Syrup', 'Fresh lavender sprigs or other Edible flower petals']","['Prepare an 8” round cake pan by greasing the bottom and sides with butter and lining the bottom with a circle of parchment, dust the sides with flour, tap out excess.', 'Preheat oven to 350 F. In a mixing bowl, whisk together Flour, Baking Powder, and Salt. In another mixing bowl, whisk together the Meyer lemon zest, lemon juice, yogurt, olive oil, and vanilla extract. In a standing mixer with a whisk attachment, whip eggs and sugar at high speed until pale in color, light and fluffy and the mixture creates ribbons when it falls away from the whisk. Using a rubber spatula, alternating each, gently fold yogurt and flour mixtures into the eggs in three batches, blending well after each addition.', 'Pour batter into prepared cake pan and bake for 45 minutes until cake tester comes back clean, and top is golden-brown and springs back lightly when gently pressed. Cool on a wire rack for 10 minutes, then un-mold onto wire rack and let cool completely.', 'Once cool, stab cake all over with a wooden skewer and pour the Raft Syrup over top of the cake, letting it soak in. Wrap in plastic until ready to assemble.', 'Covered in plastic wrap, the cake will last for up to four days.', 'Dissolve gelatin in water and set aside. In a medium saucepan over medium heat, melt butter. Once butter has melted, remove from heat and whisk in sugar, lemon juice, lemon zest, and salt.', 'Slowly add eggs and egg yolks, making sure to whisk well. Over medium heat gently cook the curd, constantly stirring with heat-proof rubber spatula and scraping along the bottom of the pan. Cook until curd thickens, and the top appears glossy and starts to wrinkle a bit at the edges when scraping with rubber spatula. Remove from heat. Whisk in dissolved gelatin and strain curd with a fine mesh strainer into a bowl. Press a piece of plastic wrap along the surface of the curd so that a skin does not form.', 'Refrigerate at least 8 hrs., or overnight. Curd will last in refrigeration for up to 2 weeks.', 'Spread the Meyer Lemon Curd Filling over the top of the cake, and top with the Fresh Berries. Pour the Raft Syrup over the top of the berries and decorate with Fresh Lavender Sprigs or Edible Flower Petals.']"
100484,Asparagus Risotto,https://www.newseasonsmarket.com/recipes/asparagus-risotto/,https://cdn.newseasonsmarket.com/wp-content/uploads/2015/03/full-brown-dish.jpg,"['1 3/4 pounds asparagus spears, tough ends snapped, cut into 2-inch lengths', '2 tablespoons olive oil, divided', 'Sea salt, to taste', 'Freshly ground pepper, to taste', '6 cups chicken broth', '1 tablespoon unsalted butter', '1 1/2 cups finely chopped onion', '1 1/2 cups Arborio rice', '1/2 cup dry vermouth', '1/2 cup finely grated “E Tartufo” sheep’s milk cheese', '1/4 cup finely grated Parmigiano Reggiano cheese', '1 tablespoon fresh lemon juice', '1 ½ teaspoon finely grated lemon zest']","['Preheat oven to 400°. Toss the asparagus with 1 tablespoon of the oil, sprinkle with salt and pepper, and roast until just tender. Transfer to a large bowl and set aside.', 'Bring the broth to a simmer in a medium saucepan. Reduce heat to low. In a large saucepan, heat the remaining oil and the butter over medium heat. Add the onions and sauté until translucent, 5 minutes. Add the rice and cook, stirring constantly, for 1 minute. Add the vermouth and stir until liquid is absorbed, 1 minute.', 'Add 1 ladle of hot broth to the rice and bring to a simmer, stirring occasionally, until the broth is absorbed. Continue adding stock one ladleful at a time until almost all of the stock is used, about 15 minutes. (Keep a ladleful of broth in reserve.)', 'Add the roasted asparagus (reserving 8 asparagus tips for garnish), cheeses, lemon juice, lemon zest, and parsley and stir to combine. Season to taste with salt and pepper. (If you prefer it saucier, add the remaining broth now.)', 'Divide the risotto among 4 bowls and top each bowl with 2 of the asparagus spears and serve.']"
100485,Apple Curry Butternut Squash,https://www.newseasonsmarket.com/recipes/apple-curry-butternut-squash/,,"[""6 tablespoons New Season's Market salted butter, divided use"", '1 medium onion, diced', '1 1/2 tablespoons Madras curry powder, divided', '2 Granny Smith apples, peeled, cored and diced', '2/3 cup apple juice or cider', '1/2 cup dried currants', '8 1"" slices butternut squash discs, cut from 2 peeled butternut squash', 'salt and pepper to taste']","['In a large skillet over medium heat, melt 1 tablespoon butter. Add onion and sauté until tender; about 10-12 minutes. Add 1 tablespoon curry powder; cook for an additional minute, stirring constantly. Add apples, juice and currants; continue to cook until liquid evaporates. Season to taste with salt and pepper; remove from heat.', 'Preheat oven to 350° F. In a small skillet over medium heat, melt remaining 5 tablespoons butter. Add remaining ½ tablespoon curry powder and cook for 1 minute; remove from heat.', 'Lightly brush a rimmed baking sheet with some of the curry butter. Arrange squash discs in a single layer on buttered baking sheet. Sprinkle discs with salt and pepper. Divide apple filling evenly on tops of discs. Drizzle remaining curry butter over discs. Cover loosely with foil and bake until squash is tender; about 40-45 minutes.', 'Using a spatula, transfer discs to serving platter.']"
100486,Stuffing with Butternut Squash and Leeks,https://www.newseasonsmarket.com/recipes/stuffing-with-butternut-squash-and-leeks/,https://cdn.newseasonsmarket.com/wp-content/uploads/2015/10/StuffingWithLeeks.jpg,"['16 cups cubed bread', '2 medium leeks, thinly sliced and soaked in water, drained', '4 tablespoons extra-virgin olive oil, divided use', '1/2 cup dry white wine', '4 cups roasted butternut squash', '2 tablespoons each, salt and black pepper', '1 tablespoon chopped fresh thyme leaves', '1 quart vegetable stock', '2 cups shredded Gruyere cheese, if desired']","['Place cubed bread on baking trays to dry out for a few hours or overnight. Heat 2 tablespoons olive oil in a skillet over medium heat until hot. Sauté leeks until softened, stirring ocassionally. Add white wine and cook until wine evaporates; remove from heat.', 'In a large bowl combine bread, leeks, butternut squash, salt, pepper and thyme. Pour ½ of stock over bowl and mix to combine. Continue to add stock until desired consistency is reached.', 'Preheat oven to 350° F. Oil a 9x13-inch baking dish with the remaining 2 tablespoons olive oil. Add the stuffing to the prepared baking dish, top with shredded gruyere cheese, if using, and bake for 25 to 30 minutes, or until top is starting to brown.']"
100487,Whipped Cranberry Salad,https://www.newseasonsmarket.com/recipes/whipped-cranberry-salad/,,"['1 pint whipping cream', '1/2 cup sugar, divided use', '1 teaspoon vanilla extract', '2 cups cranberried', '1/2 cup chopped toasted walnuts', '1 cup miniature marshmallows']","['Whip cream until stiff peaks form, mix in ¼ cup sugar and vanilla extract; set aside.', 'In a food processor fitted with blade, place cranberries and pulse until in small chunks. Add 2 tablespoons sugar and pulse 2 more times to combine.', 'Fold cranberries, walnuts and marshmallows into whipped cream. Taste and add more sugar to taste if desired. Chill until serving time.']"
100488,Cinnamon-Apple Baked Oatmeal,https://www.newseasonsmarket.com/recipes/cinnamon-apple-baked-oatmeal/,https://cdn.newseasonsmarket.com/wp-content/uploads/2015/10/AppleOatmeal_.jpg,"['1 pound Granny Smith apples (3 to 4), peeled, cored, and sliced into rings', '1 1/2 cups rolled oats', '1/2 cup walnuts, chopped', '1/3 + 1 cup + tablespoon light brown sugar, divided, plus more for serving', '1/4 teaspoon kosher salt', '1 teaspoon cinnamon', '1 large egg', '1 3/4 cups whole milk', '2 tablespoons unsalted butter, melted, plus extra for greasing dish']","['Adjust oven rack to middle position and preheat oven to 350°F. Lightly grease a shallow 2-quart baking dish. Scatter apples into dish and cover with foil. Bake until apples are just beginning to soften, about 20 minutes.', 'Remove foil and let cool slightly, about 10 minutes. Scatter oats and walnuts into dish. Whisk ⅓ cup brown sugar, salt, cinnamon, egg, milk, and melted butter in medium bowl to combine. Pour into baking dish. Using a spoon, gently press and stir oats into milk mixture to moisten and distribute apples evenly.', 'Sprinkle remaining tablespoon of brown sugar over top of oatmeal, and bake until center is just set, about 30 minutes. Serve warm.', '*Adapted from seriouseats.com']"
100489,Harissa and Maple Roasted Carrots,https://www.newseasonsmarket.com/recipes/harissa-and-maple-roasted-carrots/,https://cdn.newseasonsmarket.com/wp-content/uploads/2015/10/Roasted-Carrots.jpeg,"['2 cloves garlic, finely grated', '1/4 cup New Seasons Market olive oil', '1/4 cup pure maple syrup', '1 tablespoon harissa paste', '2 teaspoons cumin seeds', 'kosher salt and freshly ground black pepper', '2 1/2 pounds small rainbow carrots, scrubbed, tops trimmed, halved', '1 lemon, thinly sliced, seeds removed']","['Preheat oven to 450°F.', 'Whisk garlic, oil, maple syrup, harissa, and cumin seeds in a small bowl.', 'Toss carrots and lemon with garlic mixture in a large roasting pan to coat; season with salt and pepper.', 'Roast, tossing occasionally, until carrots are tender and lemons are caramelized, 35–40 minutes.']"
100490,Mashed Sweet Potatoes with Pineapple,https://www.newseasonsmarket.com/recipes/mashed-sweet-potatoes-with-pineapple/,,"['4 pounds garnet sweet potatoes', '1/2 stick unsalted New Seasons Market butter, melted', '1/4 cup brown sugar', '1 teaspoon grated nutmeg', '1/2 teaspoon ground cinnamon', '1/2 cup New Seasons Market orange juice', '1/2 cup heavy cream', '2 teaspoons sea salt', '1 teaspoon freshly ground pepper (optional)', '3/4 cup crushed pineapple, drained']","['Preheat oven to 375 degrees F.', 'Scrub the potatoes, prick them several times with a fork, and bake them for 1 hour or until very soft when pierced with a knife.', 'Remove from the oven and scoop out the insides as soon as they are cool enough to handle.', 'Place in a large bowl with butter, brown sugar, cinnamon and nutmeg. Mash to a reasonably smooth consistency. Add orange juice, cream, salt and pepper and blend.', 'Transfer to a baking sheet, top with crushed pineapple, and bake for 20 - 30 minutes to heat through.']"
100491,Cider-Braised Rutabagas,https://www.newseasonsmarket.com/recipes/cider-braised-rutabagas/,,"['2 pounds peeled rutabagas', '2 cups New Seasons Market apple cider', '2 tablespoons New Seasons Market butter', '2 tablespoons brown sugar', '1/4 teaspoon ground nutmeg', '1/2 teaspoon chopped fresh thyme', 'Salt and fresh ground black pepper']","['Dice the peeled rutabagas into 1-inch cubes.', 'In a large saucepan, combine rutabagas and cider. Bring to boil, cover and simmer gently 1 –11/2 hours, or until completely tender.', 'Transfer to food processor along with butter, brown sugar, nutmeg, thyme; puree in batches seasoning with salt and pepper to taste.']"
100492,Potato-Fennel Gratin,https://www.newseasonsmarket.com/recipes/potato-fennel-gratin/,,"['2 small bulbs fennel, thinly sliced', '1 medium yellow onions, sliced', '2 tablespoons New Seasons Market olive oil', '1 tablespoon New Seasons Market unsalted butter', '2 pounds Russet potatoes, thinly sliced', '2 cups heavy cream', '2 1/2 cups Gruyere cheese, grated', '1 teaspoon, each salt and black pepper']","['Preheat an oven to 350º. Butter a 9”x9” baking dish.', 'In a medium skillet over medium heat, sauté fennel and onion in butter and olive oil until tender. In a mixing bowl, combine heavy cream, 2 cups of cheese and potato slices. Add onion mixture, salt and pepper. Pour into baking dish and smooth the top. Top with remaining cheese and bake 1 1/2 hours, or until the potatoes are tender and the top is brown and bubbly.', 'Allow to rest at least ten minutes before serving.']"
100493,Old Fashioned Beef Stew,https://www.newseasonsmarket.com/recipes/old-fashioned-beef-stew/,https://cdn.newseasonsmarket.com/wp-content/uploads/2017/10/GettyImages-599498966-1000x1000px.jpg,"['3 tablespoons vegetable or olive oil', '3 pounds beef stew meat, cubed', '2 teaspoons salt & pepper', '2 yellow onions, diced', '1/4 cup flour', '3 cloves garlic, minced', '1 tablespoon fresh thyme', '1 tablespoon tomato paste', '1 cup red wine', '1 1/2 cups beef broth', '1 1/2 cups chicken broh', '1 bay leaf', '3 large russet potatoes, diced', '4 carrots, diced', '1 10 ounce package frozen peas']","['Heat the oil in a large pot, then add the beef, seasoning with salt and pepper. Brown meat on all sides then remove and set aside. Next sauté the onions. When they start to become softened (about 5 min.) reduce the heat to med-low and add the flour. Cook 2 min, stirring often. Add garlic and thyme, cook 1 more minute. Stir in tomato paste. Add the wine and deglaze the pan, scraping any browned bits stuck to the bottom of the pan. The flour will start to thicken the wine as it comes to a simmer. Simmer for 5 min, then add the broth, bay leaf, and browned beef. Bring back up to a simmer, cover and cook on low for about an hour. Add the potatoes and carrots and simmer for another hour or until the vegetables are tender and meat is up to temperature. Taste and adjust seasoning to the desired level. Add frozen peas, heat for a few more minutes, then serve.', 'To allow the flavors to fully marry, this stew is BEST made a day in advance.']"
100494,Chanterelle and Pear Stuffing,https://www.newseasonsmarket.com/recipes/chanterelle-and-pear-stuffing/,,"['1 bag New Seasons Market stuffing mix', '1 pound chanterelle mushrooms, chopped', '1/3 pound pancetta, diced small', '10 tablespoons butter', '1 onion, chopped', '1/4 cup minced shallots', '1/3 cup white wine', '4 pears, diced', '1 teaspoon sugar', '2 tablespoons fresh thyme leaves', '1/4 cup minced chives', '1/3 cup chopped flat leaf parsley', '2 cups turkey stock', 'salt & pepper, to taste']","['Preheat oven to 350 ºF.', 'In a large skillet over medium heat, cook pancetta for about 7 minutes.', 'Remove pancetta to large mixing bowl but keep fat in skillet. Add 2 tablespoons of butter to pan and turn heat to medium-high. Add onion and shallots, season with salt and pepper and cook, stirring occasionally until just soft, 5-7 minutes.', 'Remove to mixing bowl. Add 3 tablespoons of butter to pan. Add mushrooms and quickly sauté until starting to brown. Add wine to pan and deglaze over medium heat until reduced by half.', 'Remove wine and mushrooms to mixing bowl with pancetta. Wipe out pan and add remaining butter. Add pears and sugar. Sauté pears over medium high heat until they begin to brown slightly. Add pears to mixing bowl and stir in bread, herbs and 1 cup of stock. Toss lightly to combine. Salt and pepper to taste.', 'Put mixture into 9”x13” baking dish, add additional cup of stock and cover with foil. Bake in preheated oven, 30-35 minutes. Remove foil and continue to bake 10 minutes until lightly browned on top. Serve warm.']"
100495,“Sniffle-buster” Chicken Noodle Soup,https://www.newseasonsmarket.com/recipes/sniffle-buster-chicken-noodle-soup/,,"['2 pounds boneless, skinless chicken breast, chopped', '1 onion, julienned', '1 carrot, chopped', '1/2 head red kale, deveined and leaves chopped', '1 quart chicken broth', '1/2 pound pasta', '6 cloves garlic, minced', '2 teaspoons black pepper', '2 teaspoons dried oregano', '1 pinch each nutmeg and clove', '1 quart water', 'salt, to taste']","['In a large soup pot, bring garlic and chicken breast to boil in chicken stock until chicken is cooked through, roughly 10-12 minutes.', 'Add water, vegetables (except for kale), herbs and spices and pasta. Bring to a boil and simmer until pasta is tender.', 'Add kale and cook for 2 minutes more, until kale is wilted. Serve hot!']"
100496,"Classic Meatloaf, gluten-free",https://www.newseasonsmarket.com/recipes/classic-meatloaf-gluten-free/,,"['2 pounds ground beef', '3/4 pound ground pork', ""1/2 cup Ian's gluten-free bread crumbs"", '1/4 cup Worcestershire sauce', '1 medium onion', '4 cloves garlic', '1 1/2 teaspoons salt', '1/2 teaspoon pepper', '2 eggs', '1 can tomato paste', '1 pound bacon', '15-ounce can tomato sauce', '1/3 cup brown sugar', '1/4 cup Worcestershire', 'salt & pepper, to taste']","['Preheat oven to 375ºF.', 'Place onion and garlic in the bowl of a food processor and pulse to chop up. Chop until small, but not to liquid. Remove onions and garlic to a large bowl.', 'Add in the rest of the ingredients except for bacon and sauce ingredients. Stir together. Pat the mixture into a loaf shape in a 9"" x 13"" pan.', 'Open the package of bacon and lay over the top of the meatloaf to cover completely.', 'Bake in the oven for about an hour. Check the temperature in the center; meatloaf should be 155 degrees. While meatloaf is in the oven, heat and combine sauce ingredients in a small sauce pan over medium heat.', 'When the meatloaf is the correct temp and the bacon is browned, top with some of the sauce. Bake 10 minutes more or broil to finish sauce. Serve warm.']"
100497,Classic Turkey Roasting Instructions,https://www.newseasonsmarket.com/recipes/classic-nsm-turkey-roasting-instructions/,,"['1 deep roasting pan and rack (V-shaped preferred)', 'aluminum foil', 'cooking spray', 'an internal probe thermometer', 'a brining bag', '1 turkey', '1 gallon water, divided use', '2/3 cup granulated sugar', '1 pound kosher salt', '3 quarts water', '4 cups apple cider', '1/2 cup maple syrup', '1 pound kosher salt', '3 quarts water', '4 cups vegetable broth', '2/3 cup honey', '1 pound kosher salt', 'herbs (such as sage, thyme, rosemary or lavender)', 'a few stalks celery', 'a few carrots, roughly chopped', '1 apple, halved', 'lemon zest', 'a few cloves garlic', '2-3 tablespoons fresh sage, minced', '1/2 teaspoon salt', '1 teaspoon ground black pepper', '2 teaspoons cumin', '3 teaspoons ground coriander', '1 teaspoon salt', '2-3 tablespoons fresh thyme, minced', '3 teaspoons white pepper', '1 teaspoon salt']","['Step 1: Take the time to brine.\nIn order to keep your turkey moist throughout the cooking process, we recommend brining. Brining before baking helps poultry absorb moisture, and retain it as it cooks. Brining will NOT make your turkey salty. Instead you are changing the molecular structure of the brining water by adding the element of sodium. Using the process of osmosis, the brining water will replace the natural moisture in the turkey and will stay put during the cooking process. In addition, you can use the brining solution as an easy way to infuse your turkey with additional flavors- hence the variance in brining recipes, you can absolutely experiment with different flavors- spices herbs, whole peppercorns, et al. Different liquids will also work as the added liquid but be sure to use water to make the initial saline solution. (All brine recipes are for a 20 lb. turkey)', 'Basic brine:\nIn a stockpot over high heat, combine 2 quarts of the water with sugar and salt. Stir, until dissolved. Remove from heat and let cool. Add the remaining water and refrigerate until ready to use or at least two hours.', 'Maple-infused brine:\nIn a stockpot over high heat, combine 2 quarts of water with salt. Stir until dissolved. Remove from heat and let cool. Stir in remaining quart of water, apple cider and maple syrup. Refrigerate until ready to use or at least two hours.', 'Savory brine:\nIn a stockpot over high heat combine 2 quarts of water with salt and honey. Stir until salt is dissolved. Remove from heat and let cool. Stir in remaining quart of water and vegetable broth. Refrigerate until ready to use or at least two hours.', 'For brining:\nRinse the turkey well and remove anything from the cavity of the bird (internal organs, etc.).Open the brining bag and pour in the chilled brining liquid. Place the turkey in the brining bag and secure the bag tightly around the turkey, forcing the liquid to cover the outside of the bird. Place this bag in a roasting pan and place in the refrigerator. (The roasting pan will prevent the possibility of drippings from getting into the refrigerator). Allow turkey to brine at least 12 to 18 hours. When you’re ready to roast your turkey, remove it from the brining bag and rinse it well. Pat it dry with a paper towel and proceed with your roasting plans.', 'Step 2: Fill the cavity aromatics\nThere are many good reasons not to stuff a turkey, but one major reason is that the stuffing adds to your work without adding any additional flavor to your turkey. Instead, infuse your bird from the inside out with aromatics. Place the herbs, celery, carrots, apple, lemon zest, and garlic into the cavity of the bird, but do not fill the cavity until it is ""stuffed."" Give the aromatics room to breathe.', 'Step 3: Give your turkey a Thanksgiving rub down.\nMix your favorite herbs and seasonings into a softened stick of unsalted butter. Use your hands to evenly distribute the butter all over the turkey. You can even make a few small slits in the skin and smear butter into those openings as well.', 'Step 4: Get ready to roast.\nPreheat the oven to 500°. Fold a large piece of aluminum foil into a triangular shape that will completely cover the breast meat. Fit this triangle over the breast meat of your bird and then remove it and spray the underside with cooking spray. Set your “turkey shield” aside.', 'Set the turkey on the rack in the roasting pan. Roast turkey for 30 minutes or until the skin is nicely browned. Remove the bird from the oven and reduce the oven temperature to 350°. Place your aluminum foil turkey shield over the breast meat and insert your internal probe thermometer through the foil into the deepest part of the breast, making sure to avoid bone. If your thermometer has a notification option set it to notify you when the breast meat has reached 165° F (otherwise, just look through the oven door).', 'It is unnecessary to baste the turkey, as the turkey’s skin will prevent the basting from adding any additional moisture. Continuing to open the oven will also increase the cooking time, as the oven will lose heat-so don’t do it! A 20 lb. bird will cook using this method in about three hours. Once the thermometer registers 165°, remove the bird from the oven, tent it with additional aluminum foil and allow it to rest for at least 30 minutes so that it will retain its juices. Carve and enjoy.']"
100498,Overnight Turkey Stock,https://www.newseasonsmarket.com/recipes/overnight-turkey-stock/,,"['2 turkey wings, tip and middle sections only', '1 turkey neck', '1 turkey tail', 'salt & pepper', '1 medium onion, roughly chopped', '2 large carrots, roughly chopped', '2 celery ribs, roughly chopped', '10 peppercorns, cracked*', '1 bay leaf', '10 parsley stems (no leaves)', 'water']","['Preheat oven to 425° F. Place turkey wings, neck and tail onto a foil-lined and sprayed baking sheet. Season turkey parts lightly with salt and pepper. Roast until lightly browned, 20-30 minutes (turkey does not need to be cooked through). Remove from oven.', 'Place turkey parts into a 4 to 6-quart slow cooker. Add onion, carrots, celery, peppercorns, bay leaf and parsley stems. Fill slow cooker with water. Place lid on slow cooker and set heat to low; let cook overnight (about 10-12 hours). Strain stock; discard solids. If not using stock right away for recipes or gravy, chill and store, covered, in refrigerator for up to 5 days or freeze for up to 3 months.', 'Makes 2 to 5 quarts of delicious turkey stock (depending on the size of your slow cooker)', '*To crack peppercorns, place peppercorns on cutting board; using a small skillet, place skillet over peppercorns and press with hand on skillet to crack peppercorns.']"
100499,Pumpkin Bread Pudding with Caramel Sauce,https://www.newseasonsmarket.com/recipes/pumpkin-bread-pudding-with-caramel-sauce-2/,,"['2 cups half & half', '1 15 ounce can pumpkin pie filling', '1 1/4 cup brown sugar', '1 1/2 teaspoon ground cinnamon', '1 1/2 teaspoon vanilla extract', '8 cups cubed day-old bread', '1/2 cup golden raisins, optional', '1 jar your favorite caramel sauce*', 'powdered sugar, optional garnish']","['In a large bowl whisk together half and half, pumpkin pie filling, brown sugar, eggs, cinnamon and vanilla extract until well combined. Fold in bread cubes and golden raisins. Let stand 20-30 minutes. Transfer mixture to an ovenproof baking dish.', 'Preheat oven to 350° F. Bake bread pudding, uncovered, until test inserted into center comes out clean, about 40-50 minutes.', 'Serve warm drizzled with caramel sauce and dusted with powdered sugar.', '*Our favorite caramel sauce is dulce de leche you can make at home: remove label from 1 can of sweetened condensed milk. Place unopened can in a heavy bottomed sauce pan and cover can completely with water, making sure top of can is at least 2 inches under water. Bring to a simmer and cook for 3 hours, making sure that can does not hard boil and that water level does not drop below top of can. Remove can from water and let cool. When you open the can—viola!—delicious caramel sauce.']"
100500,Roasted Winter Vegetable Salad,https://www.newseasonsmarket.com/recipes/roasted-winter-vegetable-salad/,,"['3/4 cup extra-virgin olive oil', '1/2 cup balsamic vinegar', '2 inches ginger, peeled and minced', '2 teaspoons Kosher salt', '1 acorn squash, seeded and cut into wedges', '2 medium fennel bulbs, cut in half and sliced into 1/4"" wedges', '3 sweet potatoes or yams, peeled and cut into wedges', '2 red onions, sliced', '1/4 cup tamari or soy sauce', '6 tablespoons water', '2 cloves garlic, minced', '3 teaspoons sugar']","['Preheat oven to 425° F. In a large bowl whisk together extra virgin olive oil, balsamic vinegar, ginger and kosher salt; whisk until salt is dissolved. Add squash, fennel, sweet potatoes and red onions; toss to coat and transfer to a large rimmed baking sheet. Roast 45 to 50 minutes, flipping vegetables once about halfway through. Remove from oven and let cool to room temperature.', 'While vegetables are roasting, make dressing. In a small bowl, whisk together tamari (or soy sauce), water, garlic and sugar until sugar is dissolved.', 'To serve, transfer roasted vegetables to serving bowl or platter and top with dressing. Serve at room temperature.']"
